user_id,device_id_match,geo_distance_km,request_hour,days_since_last_request,recent_profile_change,failed_login_count_24h,new_device_flag,otp_request_count_1h,account_age_days,impossible_travel_flag,vpn_proxy_detected,repeated_request_10min,sim_swap_history_count,ip_risk_score,behavioral_risk_score,label,hour,day,month,weekday
35550,1,55.07,8,16,0,1,1,4,753,0,0,0,0,39,20,0,18,18,4,4
60507,1,23.72,4,11,0,2,0,2,1487,0,0,0,1,32,0,0,21,20,3,3
39379,1,51.98,16,18,0,1,0,3,1721,0,0,0,1,6,0,0,0,18,10,5
13336,1,10.41,6,19,0,2,1,1,638,0,0,0,0,37,20,0,23,28,1,1
73394,1,47.16,3,28,0,5,1,0,1489,0,0,0,0,12,25,0,6,6,6,4
77747,1,41.47,19,23,1,1,0,3,253,0,0,0,0,29,10,0,23,18,6,2
17294,1,25.35,18,18,0,1,0,2,1982,0,0,0,0,29,0,0,14,21,7,0
64431,0,11.26,9,17,1,0,0,2,309,0,0,0,0,27,25,0,20,18,4,4
66982,1,50.1,12,21,0,0,0,5,2244,0,0,0,0,20,20,0,4,4,1,5
20511,1,77.8,16,17,0,2,0,1,2378,0,0,0,0,4,0,0,21,19,8,1
21908,1,20.22,22,20,0,1,0,3,746,0,0,0,0,42,10,0,3,22,1,2
53177,0,30.39,15,25,1,2,0,1,897,0,0,0,0,10,25,0,12,15,2,5
20446,1,13.75,2,20,0,2,0,4,1516,0,0,0,0,37,10,0,3,18,7,4
37018,1,17.53,12,22,0,1,1,3,896,0,0,0,0,22,10,0,22,23,4,2
92195,0,6.97,10,21,0,3,1,4,1891,0,0,0,0,6,25,0,23,22,3,5
36198,1,67.62,8,24,0,1,0,0,2487,0,0,0,0,28,0,0,11,15,11,5
80213,1,76.62,18,16,0,1,1,4,618,0,0,0,0,21,10,0,17,28,4,0
21515,1,7.85,12,13,1,1,0,1,757,0,0,0,0,3,10,0,18,15,8,4
35370,1,14.61,18,27,0,1,0,1,166,0,0,0,0,9,0,0,13,21,1,1
26993,1,8.87,8,18,0,0,0,3,315,0,0,0,1,38,10,0,1,28,6,5
58848,1,30.34,14,21,0,1,0,1,1408,0,0,0,0,38,10,0,1,31,1,4
57144,0,30.17,14,22,0,1,0,1,1861,0,0,0,1,30,15,0,10,29,8,4
88034,0,43.74,14,18,0,0,0,1,1871,0,0,0,0,37,25,0,7,6,5,1
10461,1,59.4,19,21,1,1,1,0,1731,0,0,0,0,25,20,0,16,5,7,5
61420,1,6.97,15,19,1,0,0,3,2047,0,0,0,3,26,20,0,9,1,8,4
55373,1,26.56,4,22,0,1,0,0,590,0,1,0,0,29,15,0,16,18,9,3
65520,1,4.51,16,14,0,1,0,1,194,0,0,0,1,42,10,0,10,17,9,2
87370,1,11.42,18,19,0,4,0,1,996,0,0,0,1,39,25,0,5,24,5,5
55777,1,28.72,11,26,0,0,0,3,2331,0,0,0,1,11,0,0,23,7,11,4
70442,1,81.07,19,24,0,1,1,0,87,0,0,0,0,4,10,0,10,22,11,5
11104,1,17.84,7,19,0,5,1,2,206,0,0,0,0,44,35,0,7,20,9,5
23251,1,16.43,2,12,0,1,0,2,2480,0,0,0,0,27,0,0,16,3,12,2
22142,0,1011.59,12,12,0,0,0,1,1651,0,0,0,0,21,30,0,12,4,10,5
33335,1,61.27,19,17,0,1,0,2,1707,0,0,0,2,6,10,0,11,23,10,3
42463,1,972.64,15,14,0,1,0,3,1268,1,0,0,1,25,40,0,21,10,11,0
56102,1,12.58,17,11,1,2,0,1,627,1,0,0,0,24,35,0,13,21,10,1
70789,1,29.13,9,16,0,2,1,3,550,0,0,0,0,19,10,0,22,2,3,6
80670,1,571.42,6,10,0,1,0,2,2069,0,0,0,0,26,15,0,20,12,4,5
57378,0,43.28,9,14,0,1,0,3,846,0,0,1,0,25,35,0,6,6,2,3
15384,1,6.87,15,15,1,0,0,4,2007,0,0,0,1,33,10,0,7,25,8,0
78872,1,201.65,14,19,0,2,0,3,393,0,1,0,2,8,25,0,7,29,1,2
75185,1,27.66,9,20,0,2,0,0,717,0,0,0,0,24,0,0,7,25,8,0
24434,1,25.85,13,16,0,1,0,5,1820,0,0,0,0,22,20,0,8,4,4,4
75402,1,16.9,16,14,1,2,0,1,2331,0,0,0,0,8,10,0,3,3,12,2
88959,1,45.1,10,19,1,0,0,10,2309,0,0,0,2,30,40,0,14,14,2,4
45901,1,55.72,12,16,0,4,0,2,2467,0,0,0,1,43,25,0,15,27,8,2
57091,1,29.32,11,10,0,0,1,3,1040,0,0,0,0,33,10,0,17,17,3,0
49209,0,24.16,12,19,0,0,0,0,858,0,1,0,1,36,40,0,14,29,6,6
19024,1,52.28,12,15,0,2,0,1,1361,0,0,0,0,43,10,0,16,28,12,6
88413,1,2.49,13,17,0,1,0,0,608,0,0,0,0,17,0,0,2,26,9,4
31179,1,46.61,11,15,1,1,0,1,74,0,1,0,1,22,25,0,6,13,9,5
72970,1,6.44,9,17,0,1,0,2,230,0,0,0,0,10,0,0,7,16,5,4
73709,1,7.14,11,16,0,2,0,5,734,0,0,0,0,15,20,0,1,15,7,1
47639,1,12.78,0,12,0,0,0,0,279,0,0,0,0,2,0,0,6,1,3,5
19422,1,27.29,0,24,0,0,0,1,1096,0,0,0,0,34,0,0,23,7,4,0
97239,1,9.88,4,22,1,0,0,3,1517,0,0,0,1,23,10,0,4,5,11,2
23908,1,75.39,8,19,0,2,1,3,1646,0,0,0,0,25,10,0,11,25,12,3
33633,0,44.15,12,19,0,3,0,0,2446,0,0,0,1,10,15,0,1,16,1,3
82033,1,249.45,10,14,0,0,0,1,903,0,0,0,0,33,0,0,13,12,7,5
70394,1,44.86,16,15,0,3,0,1,1328,0,0,0,0,25,0,0,22,9,11,6
62362,1,3.01,11,17,1,1,0,2,836,0,0,0,2,2,20,0,0,16,4,2
15148,0,79.09,16,8,0,1,0,2,2154,0,0,0,0,33,15,0,15,20,8,2
64592,1,53.11,15,16,0,2,0,2,318,0,0,0,0,43,10,0,8,17,8,6
91869,1,14.36,3,16,0,2,1,2,955,0,0,0,0,43,20,1,20,30,4,2
85789,0,18.41,21,13,0,3,1,1,1571,0,0,0,0,29,25,0,5,9,10,3
70214,1,44.17,15,19,1,2,0,0,2154,0,0,0,1,21,10,0,15,13,11,3
14080,1,9.4,9,15,0,4,0,3,1919,0,0,0,0,38,25,0,21,25,11,1
46299,0,20.03,6,20,0,2,0,3,1733,0,0,0,1,7,15,0,11,21,3,4
15594,1,50.37,6,18,1,4,0,3,669,0,0,0,1,23,25,0,5,20,2,3
15040,1,28.2,0,14,0,1,0,2,821,0,0,0,0,31,0,0,21,19,4,5
28345,1,36.84,5,22,0,5,0,4,1373,0,0,0,1,17,15,0,2,19,9,4
41919,0,42.93,12,17,1,4,1,0,1538,0,0,0,2,44,70,0,15,17,10,4
60835,0,39.45,8,23,0,1,1,2,1508,0,0,0,0,25,25,1,9,16,1,3
49595,0,12.56,10,13,0,2,0,0,1344,0,0,0,0,19,15,0,12,6,6,4
29215,0,35.45,10,18,0,1,0,1,958,0,0,0,0,28,15,0,10,23,2,6
74950,0,12.01,12,15,0,5,0,0,1100,0,0,0,0,30,30,0,11,21,4,0
32800,1,59.51,12,22,0,0,0,0,1593,0,1,0,1,40,25,0,9,11,4,4
75317,1,19.3,17,11,0,3,0,2,2072,0,0,0,0,37,10,0,19,5,5,0
23257,0,18.01,23,20,0,0,0,2,417,0,1,0,2,34,40,0,12,14,7,0
40982,1,84.0,10,21,0,2,1,1,2087,0,1,0,0,8,25,0,6,9,2,6
79892,1,17.23,16,28,0,2,0,3,1428,0,0,0,1,19,0,0,6,9,11,6
62713,1,57.1,11,15,0,1,0,6,1525,0,0,0,0,20,20,0,23,26,7,5
33956,1,14.32,17,20,0,3,0,1,648,0,0,0,0,27,0,0,23,7,1,1
28351,1,2.54,11,15,0,0,1,0,1481,0,1,0,1,11,25,0,7,11,2,1
51761,1,67.78,2,14,0,3,0,2,971,0,0,0,0,7,0,0,10,15,4,1
13957,1,33.93,23,12,0,1,0,5,135,0,0,1,0,38,50,0,3,19,5,0
29201,1,607.6,13,16,0,1,0,1,194,0,0,0,1,19,15,0,4,7,7,0
38139,0,6.7,11,24,1,6,1,2,1470,0,0,0,2,7,60,1,16,10,12,2
31815,1,47.27,20,19,0,0,1,0,2437,0,0,0,0,11,10,0,21,10,8,6
78752,1,19.72,12,23,0,5,0,3,2181,0,0,0,1,6,15,0,11,24,3,0
11898,1,3.88,14,16,0,1,1,1,1960,0,1,0,1,13,25,0,1,16,9,1
10308,1,52.24,10,22,0,0,0,1,1345,0,0,0,0,17,0,0,21,17,12,2
65467,1,19.4,7,20,0,3,0,1,2342,0,0,0,2,19,10,0,14,28,6,5
45899,0,32.36,15,22,0,4,0,0,987,0,0,0,0,41,40,1,17,12,8,1
90325,0,70.59,14,24,0,2,0,3,253,0,0,0,1,22,15,0,13,19,5,0
30122,1,10.04,10,14,1,2,0,2,1571,0,0,0,1,16,10,0,3,3,10,4
47623,1,32.29,18,21,0,0,0,0,2217,0,1,0,0,29,15,0,16,8,1,2
21149,1,46.32,13,21,1,0,0,7,1339,0,0,0,0,22,30,0,4,1,2,5
35711,1,73.59,13,19,1,1,0,3,1918,0,0,0,1,31,10,0,13,24,7,3
14534,0,39.83,20,21,1,6,0,2,1396,0,0,0,0,34,40,0,16,24,7,3
92442,1,61.46,8,11,0,1,0,0,830,0,0,0,0,32,0,0,5,4,9,3
11677,1,59.95,1,15,0,1,1,5,395,0,0,1,0,20,50,0,13,28,3,4
85264,0,20.49,17,24,0,1,0,2,381,0,0,1,0,28,35,0,23,3,7,3
78089,1,41.48,14,19,0,1,0,2,2385,0,0,0,0,6,0,0,2,2,1,3
31387,1,25.92,8,17,0,3,0,1,2463,0,0,0,3,26,10,0,13,9,11,6
29867,1,24.74,18,21,0,1,0,3,2406,0,0,0,1,25,0,0,1,12,9,4
75846,1,16.69,18,20,0,2,0,1,1058,0,0,0,1,34,0,0,9,1,1,2
53878,1,44.16,18,17,1,1,1,2,636,0,0,0,0,12,20,0,15,6,1,0
24562,1,15.6,20,15,0,4,0,1,1402,0,0,0,1,19,15,0,2,12,12,4
23902,1,72.22,21,18,0,1,0,0,32,1,0,0,1,13,25,0,15,8,8,4
47589,1,218.11,13,18,0,1,1,1,1065,0,0,0,1,19,10,1,2,10,9,2
39505,1,14.2,14,23,0,0,0,1,880,0,0,0,1,1,0,0,13,9,12,1
11686,1,20.61,15,16,0,0,0,0,96,0,0,1,0,27,20,0,13,5,10,6
99384,1,48.51,12,15,0,0,0,1,1490,0,0,0,0,31,0,0,17,1,11,5
55664,0,28.07,3,15,0,3,0,2,2031,0,0,0,0,35,15,0,21,11,10,5
34615,1,64.83,15,18,0,3,1,1,1904,0,0,0,2,40,30,0,3,1,2,5
74146,0,8.26,0,18,0,1,0,3,1993,0,0,0,0,24,15,0,9,5,6,3
28682,0,199.5,11,19,0,2,1,1,916,0,0,0,0,14,25,0,13,3,8,6
62577,0,13.26,16,11,0,5,0,1,1733,0,0,1,1,42,60,0,5,10,6,1
88135,0,9.65,23,21,1,4,1,1,1842,0,0,0,0,42,60,0,21,6,10,0
28691,1,24.17,10,17,0,1,0,7,336,0,0,0,0,36,30,0,6,9,9,1
20216,1,1025.3,7,20,0,1,0,2,1148,0,0,0,0,5,15,0,10,6,2,3
89743,1,29.9,7,16,0,0,0,1,1701,0,0,0,0,20,0,0,23,16,12,1
57956,1,37.07,10,13,0,0,0,3,2255,0,0,0,1,25,0,0,16,6,7,6
14383,1,66.43,0,17,0,6,0,2,1134,0,0,0,0,8,15,0,23,9,12,1
90649,0,3.3,8,13,0,0,1,1,1926,0,0,0,0,33,25,0,11,2,7,2
35385,1,55.17,9,21,1,2,0,1,311,0,0,0,1,2,10,0,10,23,10,3
27047,1,8.81,7,14,0,2,0,5,736,0,0,0,1,37,30,0,11,25,2,1
86917,0,76.18,16,14,0,3,0,2,148,0,0,0,1,6,15,0,9,13,9,5
38756,1,67.23,11,21,1,1,0,1,1519,0,0,0,0,20,10,0,18,20,8,2
34715,0,21.42,9,12,0,2,0,4,952,0,0,0,0,39,25,0,18,30,11,6
13425,1,31.89,16,15,0,2,0,1,919,0,0,0,1,36,10,0,23,9,6,0
81285,1,52.6,0,22,0,5,0,4,1240,1,0,0,1,12,40,0,20,26,4,5
47542,0,57.39,10,15,0,2,0,3,1608,0,0,0,0,17,15,0,10,15,4,1
77225,1,88.05,15,14,0,0,0,3,679,0,0,0,0,3,0,0,5,14,4,0
49809,1,34.66,8,11,0,0,1,0,229,0,0,0,0,44,20,0,2,12,1,6
36385,1,47.65,6,23,0,3,0,2,2263,0,0,0,0,17,0,0,13,30,4,2
39944,1,88.85,14,17,0,2,0,2,2457,0,0,0,0,38,10,0,11,25,1,5
17014,1,35.6,15,15,0,3,0,2,1829,0,1,0,0,7,15,1,16,1,9,0
69650,1,55.96,10,13,0,0,0,1,697,0,0,0,0,24,0,0,18,13,7,6
98698,0,19.16,19,17,0,3,0,3,255,0,0,0,0,9,15,0,8,14,5,2
23475,1,402.58,11,30,0,0,0,3,431,0,1,0,3,10,25,0,16,10,3,0
74076,1,883.61,11,13,1,0,1,4,787,0,0,0,0,6,35,0,0,15,7,1
15110,0,59.43,6,14,0,1,0,0,1708,0,0,0,0,18,15,0,9,16,5,4
30041,0,28.34,18,12,0,0,0,4,1662,0,0,0,0,3,15,0,9,14,3,4
36911,1,59.22,14,25,0,1,0,1,2180,0,0,1,0,33,20,0,16,15,5,3
80031,0,47.08,22,10,0,2,0,2,1302,0,0,0,2,39,35,0,11,9,6,0
12280,1,1137.04,0,19,0,2,1,1,885,0,0,0,0,44,35,0,1,14,5,2
33227,0,49.29,19,16,0,1,0,0,2264,0,0,0,0,25,15,0,11,23,12,1
99743,1,6.04,10,13,0,0,0,1,1792,0,0,0,0,35,0,0,15,26,1,6
55967,1,14.99,10,15,0,2,0,2,472,0,0,0,0,9,0,0,20,19,8,1
43017,1,24.98,13,15,0,1,0,2,1528,0,0,0,0,4,0,0,6,22,12,0
21138,1,910.82,7,10,0,3,0,2,419,0,0,0,0,31,15,0,6,17,1,4
53421,1,39.99,11,20,0,0,0,3,1214,0,0,0,0,35,0,0,6,25,3,1
13485,0,33.61,23,20,0,0,0,6,775,0,0,0,0,34,35,0,20,9,8,5
96768,1,47.46,12,18,0,2,0,7,995,0,0,0,1,31,20,0,3,1,12,0
22207,1,70.71,11,21,0,3,1,2,1371,0,0,0,1,14,10,0,23,17,9,2
39196,1,16.06,7,14,0,0,0,0,2374,0,0,0,0,29,0,0,8,6,4,6
82042,1,50.12,9,12,0,0,1,3,1455,0,0,0,1,20,10,0,1,17,1,4
62576,1,18.14,18,16,0,1,0,4,503,0,0,0,2,41,20,0,4,7,5,2
23562,1,2.78,18,12,0,3,0,0,2057,0,0,0,1,4,0,0,2,29,10,2
23092,1,65.62,0,18,0,1,0,2,280,0,0,0,0,8,0,0,1,2,8,5
15997,1,28.33,16,19,0,3,0,0,2137,0,0,0,1,32,0,0,18,9,3,6
25241,1,842.3,13,13,0,5,0,2,1787,0,0,0,0,27,30,0,21,27,3,3
61722,1,69.79,15,22,0,0,0,1,252,0,0,0,0,21,0,0,11,3,3,0
12109,1,59.72,10,20,0,0,0,1,819,0,0,0,0,17,0,0,9,19,4,5
80246,1,75.49,13,17,0,2,0,1,1651,0,0,1,0,6,20,0,11,28,8,3
59319,1,17.63,7,18,0,0,0,3,2371,0,0,1,0,9,20,0,3,21,1,1
53693,1,51.76,16,17,0,0,0,2,1770,0,0,0,0,5,0,0,16,14,10,1
92801,1,60.97,5,22,0,2,0,2,1734,0,0,0,0,23,0,0,14,13,11,3
47200,1,20.47,21,12,0,6,0,1,1154,0,0,0,0,11,15,0,22,17,7,3
25604,1,59.76,21,19,0,0,0,1,612,0,0,0,1,28,0,0,3,11,1,5
29015,1,42.65,12,17,0,1,0,0,586,0,0,0,1,31,0,0,18,3,1,4
84119,1,25.31,12,19,0,1,0,1,2038,0,0,0,0,14,0,0,5,24,10,4
85177,1,69.84,6,24,0,2,0,3,668,0,0,1,0,43,30,0,23,5,4,5
54168,1,44.6,19,25,0,1,0,1,918,0,0,0,0,34,0,0,1,26,9,4
37096,1,1180.53,15,32,0,1,0,0,1818,0,0,0,0,44,25,0,4,2,6,0
75685,0,6.88,12,20,0,1,0,2,88,0,1,0,0,7,30,0,0,16,10,3
72221,1,1.5,1,25,0,5,0,2,1384,0,0,0,2,41,35,1,0,4,9,3
62798,1,23.55,13,19,0,1,0,1,1175,0,0,0,1,41,10,0,4,4,4,4
44568,0,93.64,15,17,0,0,0,0,1492,0,0,0,0,44,25,0,11,1,11,5
38048,0,8.92,9,15,0,2,0,2,815,0,0,0,0,21,15,0,10,22,6,6
94053,0,75.4,7,25,0,0,0,0,1629,0,0,0,0,24,15,0,18,21,5,2
78063,1,256.91,12,12,0,1,0,1,1357,0,0,1,2,39,40,0,13,17,12,2
74067,1,13.76,1,26,0,1,0,2,2070,0,0,0,0,32,0,0,17,21,3,4
62248,1,40.4,5,20,0,1,1,7,1943,0,0,0,0,13,30,0,19,14,6,5
66415,0,15.09,13,15,0,0,0,2,172,0,0,0,1,38,25,0,15,4,3,1
29225,1,21.63,19,18,0,1,0,3,1309,0,0,0,0,19,0,0,13,30,11,6
77346,1,66.94,18,23,1,0,0,4,2357,0,0,0,0,19,10,0,0,17,12,2
57840,1,57.35,16,13,0,1,0,0,1115,0,0,0,0,4,0,0,4,25,4,4
22932,0,323.71,9,25,1,0,0,1,1454,0,0,0,0,32,25,0,11,28,9,6
17155,1,50.75,4,24,1,2,0,0,1478,0,0,1,1,35,30,0,16,4,8,0
99464,0,41.15,16,18,0,1,0,1,1522,0,0,0,0,20,15,0,11,23,3,6
23980,0,81.06,2,12,0,2,0,3,1890,0,0,0,0,16,15,0,20,26,6,3
62869,1,74.48,5,14,1,3,0,2,1683,0,0,1,3,14,40,1,1,28,2,4
72205,1,62.41,10,22,0,1,0,1,1088,0,0,0,0,39,10,0,17,27,1,0
92835,1,4.1,13,22,0,0,1,1,405,0,0,1,0,8,30,1,4,12,2,2
13459,1,20.47,11,14,0,0,0,1,641,0,0,0,2,7,10,0,21,18,1,5
33683,1,3.74,16,20,1,1,0,3,683,0,1,0,1,30,25,1,8,9,10,3
75345,1,37.56,12,9,0,1,0,5,160,0,0,0,0,7,20,0,16,4,8,0
75805,1,44.04,13,13,1,1,0,0,137,0,0,0,0,18,10,0,8,29,8,4
36900,1,44.91,8,23,0,5,0,2,2369,0,0,0,0,36,25,0,22,31,7,3
24256,1,46.72,13,21,0,1,0,2,979,0,0,0,0,34,0,0,7,22,9,0
66417,1,44.62,18,19,0,0,0,2,753,0,0,0,1,9,0,0,15,22,4,1
71254,1,1.32,14,21,0,1,0,2,2129,0,0,0,0,41,10,0,23,22,11,5
22500,1,556.72,14,17,0,2,0,2,979,0,0,0,1,18,15,0,17,30,1,3
18416,1,56.82,13,23,0,2,0,0,1306,0,0,0,0,17,0,0,0,19,12,4
72376,0,44.65,2,23,0,1,1,0,1502,0,0,0,0,35,25,0,4,8,2,5
86320,0,89.9,11,13,0,1,0,3,1366,0,0,0,0,15,15,0,7,5,6,3
47275,1,68.06,18,19,0,1,1,2,180,0,0,0,1,1,10,0,15,26,6,3
26915,0,35.07,20,17,0,3,0,5,88,0,0,0,1,40,45,1,5,8,1,2
29153,1,2.61,9,18,0,2,0,2,164,0,0,0,2,4,10,0,14,1,10,2
35617,0,7.43,14,22,1,2,0,2,2341,0,0,0,0,34,25,0,16,17,11,0
33596,1,28.74,18,16,0,1,1,3,1030,0,0,0,0,44,20,0,20,30,4,2
24591,1,3.05,16,13,1,0,0,2,2142,0,0,0,0,31,10,0,20,25,11,1
11357,1,85.77,11,16,0,1,0,2,1653,0,0,1,1,22,20,0,19,18,3,1
15017,1,50.27,15,18,0,3,0,2,1080,0,0,0,0,14,0,0,12,19,4,5
53598,1,15.14,11,16,0,0,1,4,1443,0,0,0,1,11,10,0,11,19,1,6
32167,1,37.31,13,18,1,0,0,4,2470,0,0,0,0,43,20,0,1,16,6,0
54808,1,742.23,8,15,0,1,1,3,1181,0,0,0,0,15,25,0,3,27,6,4
63494,1,34.74,9,18,1,3,0,1,59,0,0,0,0,42,20,1,23,26,6,3
42330,1,39.09,16,17,0,2,0,3,2382,0,0,0,0,28,0,0,13,12,4,5
79290,1,1080.48,14,20,0,2,0,1,98,0,0,0,0,14,15,0,12,30,4,2
62129,0,59.25,2,18,0,2,1,4,2355,0,0,0,0,38,35,0,10,30,10,3
58374,1,27.1,6,17,1,2,1,1,325,0,0,0,0,26,20,0,22,17,3,0
60362,0,39.69,11,21,0,1,1,2,317,0,0,1,0,17,45,0,7,6,2,3
79538,1,797.11,14,15,1,0,0,2,1436,0,0,0,0,22,25,0,22,23,5,4
27666,0,60.42,11,21,0,3,0,2,1628,0,0,0,0,37,25,0,15,25,3,1
70236,1,53.5,1,12,0,2,0,2,1195,1,0,0,0,22,25,0,13,25,7,4
36841,1,7.71,6,17,0,0,0,3,237,0,0,0,0,20,0,0,4,3,6,1
74046,0,29.94,14,17,0,2,0,0,1459,0,1,0,0,27,30,0,13,5,8,1
61916,1,11.47,22,14,0,0,0,2,852,0,0,0,0,25,0,0,21,10,3,0
39942,0,21.44,8,20,0,2,0,1,1742,0,1,0,0,28,30,0,2,24,5,5
20662,1,64.15,0,20,0,1,0,2,1199,0,0,0,0,10,0,0,19,13,11,3
96861,1,67.2,15,24,0,0,0,1,955,0,0,0,0,44,10,0,2,10,4,3
79760,1,58.38,9,23,0,1,1,5,940,0,0,0,0,17,30,0,15,19,7,5
10683,1,32.33,16,15,0,1,0,0,2001,0,0,0,1,9,0,0,6,5,2,2
48473,0,49.54,14,14,1,0,0,1,1166,0,0,0,0,41,35,0,18,11,4,4
63453,1,24.04,10,18,0,0,0,2,2286,0,0,1,0,16,20,0,0,3,6,1
14636,1,26.15,5,22,0,0,0,1,2366,0,0,0,0,24,0,0,9,16,6,0
94556,1,39.54,21,17,0,3,0,2,1887,0,0,0,0,28,0,0,22,21,7,0
56427,1,758.41,6,21,0,2,1,0,551,0,0,0,0,18,25,0,4,18,2,1
68493,0,37.81,12,19,0,3,0,3,1568,0,0,0,0,8,15,0,22,28,5,2
20859,1,21.84,10,14,0,1,0,2,1577,0,1,0,1,15,15,0,23,24,5,5
76917,1,43.79,7,15,1,1,0,1,400,0,0,0,0,23,10,0,8,27,7,6
71910,1,76.42,11,15,0,0,0,1,115,0,0,0,0,44,10,0,20,23,8,5
68526,1,20.06,17,15,0,2,0,3,2417,0,0,0,0,28,0,0,6,24,7,3
98790,1,21.3,16,15,0,2,1,2,2050,0,0,0,1,27,10,0,3,29,4,1
72683,1,83.74,7,15,0,7,0,3,479,0,0,0,0,4,15,0,4,6,10,0
49809,1,10.7,5,20,0,4,0,4,1601,0,0,0,1,17,15,0,16,24,10,4
35652,1,3.91,13,17,0,1,0,4,1413,0,0,0,1,23,0,0,5,29,7,1
85471,1,41.14,12,13,0,0,0,3,2270,0,0,0,1,21,0,0,1,13,7,6
29986,1,56.03,7,18,0,0,0,2,435,0,0,0,0,21,0,0,17,14,4,0
89941,1,6.26,14,19,0,1,0,3,57,0,0,1,0,3,20,0,9,14,1,1
71213,0,84.42,16,18,0,1,0,2,2185,0,0,0,0,11,15,0,4,1,9,0
76506,1,26.64,7,13,0,1,0,3,730,0,1,0,0,24,15,0,20,20,5,1
37336,1,17.65,13,26,0,0,1,2,1575,0,0,0,1,6,10,0,8,8,4,1
61218,1,35.15,3,17,1,3,1,2,1207,0,0,0,0,44,30,0,12,20,6,4
46003,1,55.41,14,10,0,0,0,3,1764,0,0,0,1,17,0,0,17,1,7,1
95282,0,9.45,13,24,0,0,0,3,32,0,1,0,0,13,30,1,4,4,12,3
19093,1,8.86,17,18,1,2,0,2,1391,0,0,1,0,11,30,0,2,11,10,5
56414,1,46.61,19,20,1,2,0,2,327,0,0,0,0,34,10,0,7,30,9,1
29411,1,27.75,14,12,1,0,0,5,580,0,0,0,1,25,30,0,21,23,10,3
17304,1,31.94,22,22,0,0,0,2,2290,0,0,0,0,7,0,0,14,7,1,1
35084,1,36.39,16,27,0,4,0,0,827,0,0,1,0,2,35,1,13,12,10,6
33482,0,68.35,5,16,0,6,1,3,2285,0,0,0,0,42,50,0,10,15,7,1
56061,1,45.51,5,22,0,1,0,1,1095,0,0,0,0,21,0,0,10,20,10,0
95716,0,3.34,14,12,0,0,0,3,1711,0,0,0,1,37,25,0,10,10,3,0
63705,0,46.61,12,20,0,0,0,1,2120,0,0,0,0,32,15,0,12,22,2,5
61864,0,17.03,19,16,0,1,0,0,1648,0,0,0,0,2,15,0,15,8,2,5
85448,1,18.55,15,15,0,1,0,3,793,0,0,0,0,38,10,0,23,9,8,5
71564,1,68.43,13,21,0,0,0,0,1616,0,0,0,1,1,0,0,18,2,7,2
82241,1,39.88,1,28,0,4,0,3,1040,0,0,1,0,30,35,1,3,29,7,1
97109,1,16.77,21,14,0,1,1,4,1471,0,0,0,0,38,20,0,17,11,5,6
92959,1,22.87,13,20,0,6,0,3,1303,0,0,0,0,28,15,0,12,29,12,0
76527,0,61.76,19,23,0,2,0,2,625,0,0,0,0,42,25,0,16,14,6,5
97741,1,28.81,1,17,0,0,0,1,812,0,1,0,1,31,15,1,7,24,11,0
97702,1,6.14,10,18,0,1,0,2,1139,0,0,0,0,31,0,0,12,29,11,5
55286,1,21.6,14,18,0,1,0,0,1833,0,0,0,1,40,10,1,8,21,10,1
87692,1,34.36,9,20,0,1,0,0,438,1,0,0,2,28,35,0,14,19,12,4
39627,1,30.56,7,21,0,1,0,2,557,0,1,0,2,20,25,0,17,5,7,5
38954,1,45.19,13,23,0,0,0,2,1362,0,0,0,1,10,0,0,21,29,11,5
64250,1,4.26,8,14,0,0,0,2,791,0,0,0,1,34,0,0,23,12,1,6
30247,1,11.67,14,9,0,1,0,2,1921,0,0,0,0,27,0,0,21,7,5,2
24048,0,66.54,7,12,0,1,0,2,453,0,0,0,1,31,15,0,4,12,8,1
39175,1,100.52,10,15,0,1,0,4,283,0,0,0,0,24,0,0,23,11,5,6
61898,0,27.83,16,22,0,0,0,3,2361,0,0,0,0,20,15,0,11,17,3,0
83130,1,19.97,9,25,0,1,0,2,144,0,0,0,0,21,0,0,22,10,8,6
47247,1,10.54,16,21,0,1,0,1,306,0,0,0,0,2,0,0,22,27,10,0
81682,1,61.23,7,22,0,0,1,8,1836,0,0,0,0,13,30,0,22,11,10,5
80066,1,10.6,16,17,0,3,0,1,479,0,0,0,0,1,0,0,4,20,11,3
27545,1,51.54,21,14,1,3,0,1,1406,0,0,0,0,15,10,0,5,22,9,0
69949,0,92.46,5,9,0,1,0,3,1678,0,0,0,0,6,15,0,21,12,5,0
87009,0,34.92,6,24,0,1,0,1,283,0,1,0,0,9,30,0,5,3,9,2
21718,1,34.77,14,16,0,0,0,6,740,0,0,0,0,19,20,0,19,8,3,5
25539,1,24.99,18,11,0,2,0,2,582,0,1,0,0,10,15,0,9,21,4,0
81218,1,60.83,18,22,0,5,0,1,684,0,1,0,0,23,30,0,11,22,10,2
30844,0,0.8,17,21,0,1,0,4,1427,0,0,0,0,5,15,0,1,23,6,0
27686,1,77.26,10,13,0,1,0,0,681,0,0,0,0,27,0,0,17,17,11,0
57756,1,20.39,8,21,0,2,0,3,603,0,0,0,0,16,0,0,1,15,1,2
36670,1,48.03,7,20,0,2,0,3,799,0,0,0,0,35,0,0,11,13,2,3
71148,1,15.63,11,26,0,1,0,0,1722,0,0,0,0,1,0,0,12,28,7,0
97738,1,30.55,13,13,0,2,1,2,2224,0,0,0,0,38,20,0,14,17,11,0
